account_id,status,cos,rim_age,loan,s_plus_c,fico_b,ck_returns,max_days_neg,num_times_neg,ntriggers,avg_bal6,avg_bal3
LhpvbE16ZWBW,Active,0,22,0,1,701,NA,0,0,0,4841,4842
HQJ09xPlUZXy,Active,0,22,0,1,701,NA,0,0,0,4841,4842
rEyRprN1qbIB,Active,0,22,1,0,759,NA,0,0,0,20,20
gWzCnZshAbqZ,Active,0,22,0,1,664,NA,0,0,0,33,33
znO5mapib6rJ,Active,0,22,0,1,664,NA,0,0,0,33,33
x5X6l4svUskr,Active,0,22,0,0,553,NA,38,11,0,1171,1290
d7c2DN9vUVn2,Active,0,22,0,0,553,NA,0,0,0,1171,1290
EXL8Dk9C8L8u,Active,0,22,0,0,553,NA,0,0,0,1171,1290
SNYkp3EMNuYV,Active,0,22,0,0,751,NA,0,0,0,300,300
rVuTLa4g3zeE,Active,0,22,0,0,743,1,0,0,0,15716,16690
0MEq3BkbDfLZ,Active,0,22,0,0,743,NA,0,0,0,15716,16690
QIZAWnCD6PPk,Closed,0,22,0,0,743,NA,0,0,0,15716,16690
qxTexLrenQmv,Active,0,22,0,0,743,NA,0,0,0,15716,16690
LJ5A7sC5HRIj,Active,0,22,1,1,777,NA,3,1,0,516,675
hOFaltHiQZHO,Active,0,22,1,1,777,NA,0,0,0,516,675
272OS12UL1yv,Closed,0,22,0,1,551,NA,80,2,4,11,11
4czOLxXanFNF,Active,0,22,0,1,551,NA,0,0,4,11,11
GbqAP00d0NOW,Active,0,22,0,1,0,NA,0,0,0,127,130
KkNqhmFrBCO7,Active,0,22,0,1,0,NA,0,0,0,127,130
tFfovl9ScgEu,Unfunded,0,22,0,1,637,NA,0,0,0,5,5
PgnoX2OyiZMD,Active,0,22,0,1,637,NA,0,0,0,5,5
VQX7IVCAPlRV,Active,0,22,1,1,715,NA,0,0,0,4065,2482
NgtbtyUrQrl0,Active,0,22,1,1,715,NA,0,0,0,4065,2482
euugVfuU3UAX,Active,0,22,0,1,0,NA,2,17,0,2925,3934
oUgwTVc9NLUy,Active,0,22,0,1,0,NA,0,0,0,2925,3934
38FCO8hBzjpH,Closed,0,22,0,1,754,NA,0,0,0,5,5
ShoQYjeaqPCb,Active,0,22,0,1,754,NA,0,0,0,5,5
kSJYKQ44aIkq,Closed,0,22,0,1,720,NA,0,0,0,5,5
va8T1JPExbfU,Active,0,22,0,1,720,NA,0,0,0,5,5
gLx17HWxmor4,Unfunded,0,22,0,1,629,NA,0,0,2,5,5
iyUoow0Ly272,Dormant,0,22,0,1,629,NA,0,0,2,5,5
BICvZItSuKU1,Active,0,22,0,0,797,NA,0,0,0,5,5
J61ZWHLPmLfb,Active,0,22,0,1,783,NA,0,0,0,6743,6145
DooJsKLywK3t,Active,0,22,0,1,783,NA,0,0,0,6743,6145
9yfncinFK8jh,Active,0,22,0,1,0,NA,0,0,0,21023,22362
JnuF2w6RUaXh,Active,0,22,0,1,0,NA,0,0,0,21023,22362
kMainfeMLg9w,Active,0,22,1,0,0,NA,0,0,0,7,8
A707hEOkBTGq,Active,0,22,1,1,658,NA,2,1,0,40,40
418d5Qvzvz4x,Active,0,22,1,1,658,NA,0,0,0,40,40
qbYnZR5qSKJB,Active,0,22,0,0,782,NA,0,0,0,56125,53367
aaovOMJeKl8W,Active,0,22,0,0,782,NA,0,0,0,56125,53367
ob38RG9eowDv,Dormant,0,22,0,1,622,NA,0,0,0,6,6
lroLBK7YxLra,Dormant,0,22,0,1,622,NA,0,0,0,6,6
npgHxgGtClIb,Active,0,22,0,1,632,NA,0,0,0,993,195
RnJuV7Vi7yQH,Active,0,22,0,1,632,NA,0,0,0,993,195
ZSalxDoglHkT,Active,0,25,0,1,794,NA,0,0,0,5,5
g8XRaKxzEc5F,Active,0,25,0,1,794,NA,0,0,0,5,5
wJFdlEM6thGl,Active,0,25,0,1,775,NA,0,0,0,14319,8019
Va1NJsvRkhzc,Active,0,25,0,1,775,NA,0,0,0,14319,8019
uo7j7xiZxRZv,Active,0,25,1,0,720,NA,2,2,0,52191,51132
d1X7nQpHXj4V,Active,0,25,1,0,720,NA,0,0,0,52191,51132
nzntugpSiibt,Active,0,25,1,0,720,NA,0,0,0,52191,51132
yb4QvAxLU6sC,Active,0,25,1,0,770,NA,0,0,0,5,5
npxViqpZXibN,Active,0,25,1,1,723,NA,0,0,0,19159,21953
ydkRqOCAK4Zi,Active,0,25,1,1,723,NA,0,0,0,19159,21953
eMYUzWDR3pLF,Active,0,25,0,0,783,NA,0,0,0,350877,657978
L5EaBp8CoT8i,Active,0,25,0,0,783,NA,0,0,0,350877,657978
spbrLIqAVqd8,Active,0,25,0,0,783,NA,0,0,0,350877,657978
AVs3eOF6cpJL,Closed,0,25,0,1,510,NA,0,0,0,NA,NA
NVecWbErip9s,Closed,0,25,0,1,510,NA,0,0,0,NA,NA
djm5CLaL7stl,Active,0,25,0,1,0,NA,3,14,1,7517,9952
N0xdCIfgRvyP,Active,0,25,0,1,0,NA,0,0,1,7517,9952
gBn3sOIPjC99,Active,0,25,0,0,708,NA,0,0,0,63544,80491
l03cKmbb9PrJ,Active,0,25,0,0,708,NA,0,0,0,63544,80491
OQk4hovoKTuO,Active,0,25,0,0,708,NA,0,0,0,63544,80491
G5yMe1cUpvH8,Active,0,25,0,1,569,NA,10,12,0,2192,1112
x2o1ZogI5A4U,Active,0,25,0,1,569,NA,0,0,0,2192,1112
bHQLYldVKpsq,Active,0,25,0,1,614,NA,0,0,0,83441,79921
PTTeTe0yhvL1,Active,0,25,0,1,614,NA,0,0,0,83441,79921
A1V5QAY5x59a,Active,0,25,0,1,722,NA,0,0,0,30,30
ZGJs8IHnWHug,Active,0,25,0,1,722,NA,0,0,0,30,30
MATPTzmK0NdJ,Active,0,25,0,1,801,NA,0,0,0,7895,9039
0JKHmv7XCfya,Active,0,25,0,1,801,NA,0,0,0,7895,9039
QPRCQGgnXWNf,Active,0,25,0,1,703,NA,10,6,0,316,353
IzWS0AUZg0fg,Active,0,25,0,1,703,NA,0,0,0,316,353
kfki7YkV5J0F,Closed,0,25,0,1,516,NA,0,0,1,NA,NA
UZT0jLBlEm4U,Closed,0,25,0,1,516,NA,0,0,1,NA,NA
BkwooQselBsO,Active,0,25,0,1,655,NA,84,2,0,141,139
JMKVg5hHE1wG,Active,0,25,0,1,655,NA,0,0,0,141,139
sKHSvdOy2gw9,Dormant,0,25,0,1,737,NA,86,2,0,112,112
cL42WecR2rVk,Dormant,0,25,0,1,737,NA,0,0,0,112,112
ANbY7WtZ76U3,Active,0,25,0,1,0,NA,2,1,0,193,255
IhcgIOe2YZxF,Active,0,25,0,1,0,NA,0,0,0,193,255
vXrjsxSslSBx,Active,0,25,1,1,0,NA,0,0,0,4052,4052
SKEizEgv4Xmm,Active,0,25,1,1,0,NA,0,0,0,4052,4052
Fh91wa3ujSIj,Active,0,25,0,1,527,NA,0,0,1,599,692
83zmEh2ezVZ4,Active,0,25,0,1,527,NA,0,0,1,599,692
kImfpaHWvSzd,Active,0,25,0,0,0,NA,0,0,0,4973,4949
43TAfJM9aiE4,Active,0,25,0,0,662,NA,0,0,0,1770,2565
3uxHKqlCmTVc,Restricted,0,25,0,0,662,NA,6,12,0,1770,2565
OfsywHQpFDoL,Active,0,25,0,0,662,NA,0,0,0,1770,2565
AraBPjvjmSFl,Active,0,25,0,0,662,NA,0,0,0,1770,2565
tc5qKvQCx3NO,Active,0,25,0,0,730,NA,0,0,0,19086,18858
qL0Z8bvS6yvG,Active,0,25,0,0,730,NA,0,0,0,19086,18858
OvXG2Mlnhb8O,Active,0,26,0,1,765,NA,0,0,0,11935,11641
TANemI7kqs0C,Active,0,26,1,1,788,NA,0,0,0,238,238
sSl1DxAiLmmA,Active,0,26,1,1,788,NA,0,0,0,238,238
qLTGf9br7ToT,Active,0,26,1,1,756,NA,0,0,0,143,28
ZhpryhrENp0E,Active,0,26,1,1,756,NA,0,0,0,143,28
TwoRltnZ0KUM,Active,0,26,1,1,0,NA,0,0,0,328,393
skMjNXZSh6cy,Active,0,26,1,1,0,NA,0,0,0,328,393
9JMZpzjW6i1U,Active,0,26,1,1,730,NA,1,1,0,352,455
zz1bk26iVDbr,Active,0,26,1,1,730,NA,0,0,0,352,455
tKSJOOuBqqP4,Active,0,26,1,0,713,NA,0,0,0,150,150
asRHBFWlglYB,Active,0,26,1,0,624,NA,0,0,2,776,902
aXPR0asQzZoa,Closed,0,26,0,1,630,NA,0,0,1,NA,NA
dZ9s1Gbyo4Rf,Closed,0,26,0,1,630,NA,0,0,1,NA,NA
nGpYJQXJrm7G,Active,0,26,1,1,737,NA,0,0,0,513,513
udH72V4EfC0A,Active,0,26,0,1,788,NA,0,0,0,17765,23473
E4Ta0LnO8DvT,Active,0,26,0,1,788,NA,0,0,0,17765,23473
BmauVL50wLv7,Active,0,25,0,0,0,NA,0,0,0,18624,16852
AFn0ylVsgWrt,Active,0,25,0,0,0,NA,0,0,0,18624,16852
QOIFCLer5F8h,Active,0,25,0,0,0,NA,0,0,0,18624,16852
U4gv26Vox0sr,Closed,0,25,0,0,704,NA,0,0,0,NA,NA
ZDKiJR2aWEsX,Closed,0,25,0,0,704,NA,0,0,0,NA,NA
QN3ixNl7qg2s,Closed,0,25,0,0,704,NA,0,0,0,NA,NA
z4l8JeVRNz89,Active,0,25,0,1,589,NA,32,17,3,828,226
6gn0i2nxx1R8,Active,0,25,0,1,589,NA,0,0,3,828,226
o0Uu3hlDbYE7,Active,0,25,0,0,731,NA,4,2,0,66658,65444
joO3LgeJbH51,Active,0,25,0,0,731,NA,0,0,0,66658,65444
c2YmyOoky20n,Active,0,25,0,0,731,NA,0,0,0,66658,65444
zbodTBX7IHGt,Active,0,25,0,0,731,NA,0,0,0,66658,65444
vmpWlt61s5Rt,Active,0,25,0,0,0,NA,0,0,5,5,5
FsNp6r4y78Gp,Active,0,25,1,0,797,NA,0,0,0,11762,11766
CgF7GrGHeGJI,Active,0,25,1,0,797,NA,0,0,0,11762,11766
wYD5QDDBkoGW,Active,0,25,0,1,623,NA,0,0,10,11,11
tmCeAqgTwk8e,Active,0,25,0,1,623,NA,0,0,10,11,11
JLRinuDPTTb0,Active,0,25,0,1,0,NA,3,6,0,44,12
AhjlQ8O6UNfI,Active,0,25,0,1,0,NA,0,0,0,44,12
KBZdstRc4ejt,Active,0,25,1,0,722,NA,0,0,0,5,5
PZkSWqbJ0i6B,Active,0,25,1,0,0,NA,0,0,0,5,5
mX6Yyw3LF0ws,Active,0,25,1,1,0,NA,0,0,0,46012,44966
Cnwe6Od4at9s,Active,0,25,1,1,0,NA,0,0,0,46012,44966
xyiPYoRgxwq0,Active,0,25,0,0,641,NA,1,2,0,1145,1179
VaYQbjvlugxD,Active,0,25,0,0,641,NA,0,0,0,1145,1179
IdnZ8KcPvWym,Active,0,25,0,0,641,NA,0,0,0,1145,1179
ufZLRZSmTSL0,Active,0,25,0,1,752,NA,0,0,0,3536,4070
8tSUPAN4qwUZ,Active,0,25,0,1,752,NA,0,0,0,3536,4070
D2fIhE8KcTRu,Active,0,25,1,1,729,1,0,0,0,1581,1545
hJg4v3Zby6S4,Active,0,25,1,1,729,NA,0,0,0,1581,1545
CxFQclifXRPi,Active,0,25,1,0,690,NA,0,0,0,11,40
LnykuQSTM4J8,Closed,0,25,1,0,698,NA,0,0,0,NA,NA
P9MVdUUblNNe,Active,0,25,0,1,820,NA,0,0,0,52052,52171
fND366KyW1FJ,Active,0,2,0,1,0,NA,0,0,0,41,82
VkmHEufqgAdi,Active,0,2,0,1,0,NA,0,0,0,90,180
HRTpf8pRUwo2,Active,0,2,0,1,0,NA,0,0,0,90,180
S0cgNakuKtI5,Active,0,1,0,1,0,NA,1,1,0,212,424
bR6Sj1AQXQdh,Active,0,1,0,1,0,NA,0,0,0,212,424
PzyZ9hUgeD3Q,Active,0,1,1,0,0,NA,0,0,0,1,2
OvrlYbAmxxAD,Active,0,1,0,1,0,NA,0,0,0,164,329
zHT9FE6oTJ9d,Active,0,1,0,1,0,NA,0,0,0,164,329
by9wahlKQrbD,Active,0,1,1,0,0,NA,0,0,0,1,2
o80Dsndxfaxg,Active,0,1,0,1,0,NA,0,0,0,136,273
8ruAPV3U0Rni,Active,0,1,0,1,0,NA,0,0,0,136,273
vXNxOJYznDUM,Active,0,1,0,1,0,NA,0,0,0,607,1215
2zW83dnhwJA9,Active,0,1,0,1,0,NA,0,0,0,607,1215
blpcfhPz35iu,Active,0,1,1,1,0,NA,0,0,0,5,10
3aWpQNZ1LFyB,Active,0,1,1,1,0,NA,0,0,0,5,10
jLd2WJUTUgu4,Active,0,1,1,0,0,NA,0,0,0,123,247
8VFdLZRgqNtK,Active,0,1,1,0,0,NA,0,0,0,123,247
geggInwo3M6u,Active,0,1,1,0,0,NA,0,0,0,123,247
58MU7G4FQ0Xs,Active,0,1,0,1,0,NA,0,0,0,5,10
o5kxAbY2X7gQ,Active,0,1,0,1,0,NA,0,0,0,5,10
nOueqtpSBnVP,Active,0,1,1,1,0,NA,0,0,0,8,17
FLncBFpAbZ2v,Active,0,1,1,1,0,NA,0,0,0,8,17
yWVlCxStAIXE,Active,0,1,0,1,0,NA,0,0,0,116,233
S0hXcjNQRQOe,Active,0,1,0,1,0,NA,0,0,0,116,233
GF6huEMWyQvf,Active,0,1,0,0,0,NA,0,0,0,18,35
434C9GFjLeCR,Active,0,1,0,1,0,NA,0,0,0,272,545
JZWSwo1N3Xxg,Active,0,1,0,1,0,NA,0,0,0,388,776
molt2MxP7YVS,Active,0,1,0,1,0,NA,0,0,0,388,776
760ArpN1aE1i,Active,0,1,1,0,0,NA,0,0,0,1,2
JyzY3qPPA41d,Active,0,1,1,1,0,NA,0,0,0,3001,6002
CBcENm51GEb6,Active,0,1,1,1,0,NA,0,0,0,3001,6002
6X3UbeHIUpdL,Unfunded,0,1,0,0,0,NA,0,0,0,NA,NA
xRLgcZsI3u1s,Active,0,1,0,1,0,NA,0,0,0,2500,5000
wCaHyui920q7,Active,0,1,0,1,0,NA,0,0,0,2500,5000
95GfLbfEkT0e,Active,0,1,0,0,0,NA,0,0,0,5172,10345
IhuI0jgOKMeG,Active,0,1,0,0,0,NA,0,0,0,5172,10345
w033vfNQ9HnL,Active,0,1,0,0,0,NA,0,0,0,5172,10345
25x7OLgivYvb,Active,0,1,0,1,0,NA,0,0,0,75,150
8KiCmkCXEwt3,Active,0,1,0,1,0,NA,0,0,0,75,150
4GmYSClRpWKr,Active,0,1,0,1,0,NA,0,0,0,44,87
CHNlJ9Mhoclo,Active,0,1,0,1,0,NA,0,0,0,44,87
0nmUY8iLW2rM,Active,0,1,1,1,0,NA,0,0,0,7,13
iiSyV2taGIlL,Active,0,1,1,1,0,NA,0,0,0,7,13
gIztoRfsyXtz,Active,0,1,0,1,0,NA,0,0,0,1172,2344
Pt7iR4cIRyMf,Active,0,1,0,1,0,NA,0,0,0,1172,2344
Yty1y6XFtcLh,Active,0,1,0,0,0,NA,0,0,0,1,2
mOAmGedStPNZ,Active,0,1,0,1,0,NA,0,0,0,838,1677
EG8dAbXvhA7k,Active,0,1,0,1,0,NA,0,0,0,838,1677
pzEXk3MpNV9A,Active,0,1,1,1,0,NA,0,0,0,7,13
Wlb9BAFGBuQy,Active,0,1,1,1,0,NA,0,0,0,7,13
Ks7gHgoOSDKr,Active,0,26,1,1,810,NA,0,0,0,17,17
tExnSRZYxzFF,Active,0,26,1,1,810,NA,0,0,0,17,17
c4HuJf698tFK,Active,0,26,0,1,721,NA,0,0,0,398,667
IXiWLaIcgOPp,Active,0,26,0,1,721,NA,0,0,0,398,667
kQDBQfu7W9Yj,Active,0,26,1,1,755,NA,0,0,0,10467,10305
E6zW5ZBlRA7G,Active,0,26,0,1,0,NA,39,7,1,408,721
6lk2twKjMj2B,Active,0,26,0,1,0,NA,0,0,1,408,721
XrjIjhX65BA8,Active,0,26,0,1,719,NA,0,0,0,1035,980
1Nfp4Ar3Szyu,Active,0,26,0,1,719,NA,0,0,0,1035,980
p3MZBdTLc0vU,Closed,0,26,0,1,783,NA,0,0,0,1,NA
gkxkFmvBlwQm,Closed,0,26,0,1,783,NA,0,0,0,1,NA
ffp7lr36vrlN,Closed,0,26,0,1,712,NA,2,2,0,NA,NA
YfmkXXDPVe63,Closed,0,26,0,1,712,NA,0,0,0,NA,NA
DxlnqEFBOsFG,Closed,0,26,0,1,762,NA,0,0,0,NA,NA
Wme6sEjloRWa,Closed,0,26,0,1,762,NA,0,0,0,NA,NA
7ymeMeC7JGpb,Active,0,26,0,0,720,NA,0,0,0,313,355
B9skr8DV2Xah,Active,0,26,0,0,720,NA,0,0,0,313,355
THgtLKapZQiA,Active,0,26,0,0,720,NA,0,0,0,313,355
5yqqaUG0plS5,Active,0,26,1,1,692,NA,0,0,0,206,303
g5EwBrsyqNHE,Active,0,26,1,1,692,NA,0,0,0,206,303
d79KqDSx7AYO,Active,0,26,1,0,775,NA,0,0,0,46,46
Her4iYJupKML,Active,0,26,0,1,624,NA,0,0,10,115,164
0flNtUJOyhp7,Active,0,26,0,1,624,NA,0,0,10,115,164
qwlsfEe6lmy8,Closed,0,26,0,1,799,NA,0,0,0,NA,NA
zeVLW2YJfdHN,Closed,0,26,0,1,799,NA,0,0,0,NA,NA
1pyQbINteyR2,Active,0,26,0,1,670,NA,3,5,4,898,816
nhvyg5gjfciY,Active,0,26,0,1,670,NA,0,0,4,898,816
OInZMO9xtBLz,Closed,0,26,1,1,821,NA,1,1,0,5,5
ePAxckzeLrZb,Active,0,26,1,1,821,NA,0,0,0,5,5
TYYYsjO8wmjm,Active,0,26,0,1,0,NA,0,0,0,10,10
DkR1cRGUF8Hr,Active,0,26,0,1,0,NA,0,0,0,10,10
houKPtqsFr6Y,Active,0,26,0,1,759,NA,0,0,0,50,50
ao6wptuyNQGr,Active,0,26,0,1,759,NA,0,0,0,50,50
RiR4PbuNEJ9x,Active,0,26,1,0,778,NA,0,0,0,5,5
OsjuGLp7ckFk,Active,0,26,1,0,691,NA,0,0,0,34,34
5ey2uxzupIrv,Active,0,26,0,1,680,1,11,32,3,84,147
HhyMBirRx7Mi,Active,0,26,0,1,680,NA,0,0,3,84,147
loDUA87NNSdS,Active,0,26,0,0,770,NA,0,0,0,42501,46039
WBnEd4LNw74H,Active,0,26,0,0,770,NA,0,0,0,42501,46039
iii3ZB3ILeFk,Active,0,26,0,1,736,NA,0,0,0,832,460
rkfwHxQ71hEH,Active,0,26,0,1,736,NA,0,0,0,832,460
FFUkpmKEbLLJ,Active,0,26,0,0,760,NA,0,0,0,11805,17366
gvwlGCpJI4co,Active,0,26,0,0,760,NA,0,0,0,11805,17366
YtYQcfpvxqQS,Active,0,26,0,0,760,NA,0,0,0,11805,17366
MYNLFKDbq5VH,Active,0,26,1,0,806,NA,0,0,0,20,20
t69V5EtRcwQq,Active,0,26,1,1,780,NA,0,0,0,30,30
i6RxvCTEpu3S,Active,0,26,1,1,780,NA,0,0,0,30,30
10XhZwyLTezr,Active,0,26,0,1,798,NA,0,0,0,4447,4822
fNQdzroFlKaa,Active,0,26,0,1,798,NA,0,0,0,4447,4822
lRuBQjXRmJOP,Active,0,26,0,1,804,NA,0,0,0,7578,8346
TnzO12glTpCv,Active,0,1,1,0,0,NA,0,0,0,1,2
5GSY6U3GiWw1,Active,0,1,0,1,0,NA,0,0,0,5,10
vSEDv532eN29,Active,0,1,0,1,0,NA,0,0,0,5,10
n18NAWfzErmj,Active,0,1,0,1,0,NA,0,0,0,14,28
qbfiIhp4PidA,Active,0,1,0,1,0,NA,0,0,0,14,28
6xZRbRkXyzN3,Active,0,1,0,1,0,NA,0,0,0,5317,10633
AA0XlMgn8h3c,Active,0,1,0,1,0,NA,0,0,0,5317,10633
8tTPjHwdEQyD,Active,0,1,1,0,0,NA,0,0,0,12,24
iUr6FYJcsDlq,Active,0,1,0,1,0,NA,0,0,0,23,47
QT1bSdugHtWa,Active,0,1,0,1,0,NA,0,0,0,23,47
OFke8MBHVVgT,Active,0,1,0,1,0,NA,0,0,0,97,195
Qs6InpQv6cew,Active,0,1,0,1,0,NA,0,0,0,97,195
pNPTvXavkdxt,Active,0,1,0,1,0,NA,0,0,0,60,120
1SrXektdvXCv,Active,0,1,0,1,0,NA,0,0,0,60,120
jnC9sgunzges,Active,0,1,1,1,0,NA,0,0,0,7,13
jsI5H6qr9wZd,Active,0,1,1,1,0,NA,0,0,0,7,13
S6LYMHYsV8Pp,Active,0,1,0,0,0,NA,0,0,0,1,2
cDomkoLnGcjp,Active,0,1,1,1,0,NA,0,0,0,67,133
9FI6hB6IJpeY,Active,0,1,1,1,0,NA,0,0,0,67,133
qBHvqHMzx7tj,Active,0,1,0,1,0,NA,0,0,0,1333,2667
vpMl0y5uEOyw,Active,0,1,0,1,0,NA,0,0,0,1333,2667
HsGfiFoVx6jE,Active,0,1,1,0,0,NA,0,0,0,3,7
hBhAZHDULeLb,Active,0,1,0,1,0,NA,0,0,0,7,13
6PmudrOMfa0X,Active,0,1,0,1,0,NA,0,0,0,7,13
SSnPlfjCZnwH,Active,0,1,0,0,0,NA,0,0,0,33353,66705
UhcK6dbRO5dF,Active,0,1,1,1,0,NA,0,0,0,5,10
cyoHH7d4Dxau,Active,0,1,1,1,0,NA,0,0,0,5,10
HBptPg1WD5sB,Active,0,1,0,1,0,NA,0,0,0,157,313
pfa5UtcJ5ZLK,Active,0,1,0,1,0,NA,0,0,0,157,313
wwowXUr74nM2,Active,0,1,0,1,0,NA,0,0,0,2534,5068
hQVDEsKAUNzq,Active,0,1,0,1,0,NA,0,0,0,2534,5068
xiUyi77pEXdJ,Active,0,1,1,0,0,NA,0,0,0,1,2
VjpQonFe7Cqt,Active,0,1,1,0,0,NA,0,0,0,1,2
8gA0M0kVS7wH,Active,0,1,1,0,0,NA,0,0,0,1,2
ULAdOWVRVSoz,Active,0,1,0,1,0,NA,0,0,0,183,365
20x9cbTCEgN0,Active,0,1,0,1,0,NA,0,0,0,183,365
CdmrjHAOKGfG,Active,0,1,1,0,0,NA,0,0,0,2,3
3zYUEDmDtCxd,Active,0,1,1,0,0,NA,0,0,0,3,5
ty6eeyWkvxrP,Active,0,1,0,1,0,NA,0,0,0,5,10
FW2BECAQ7VAT,Active,0,1,0,1,0,NA,0,0,0,5,10
62E6893lnrlJ,Active,0,1,1,0,0,NA,0,0,0,1,2
xaYVv7oJvToi,Active,0,1,1,0,0,NA,0,0,0,1,2
y2bOp1KmeO1W,Active,0,1,0,0,0,NA,0,0,0,35853,71706
ia7RDYYRohTE,Active,0,1,0,0,0,NA,0,0,0,35853,71706
hgdEheAjD3Yx,Active,0,1,0,1,0,NA,0,0,0,5,10
OtpoHrG1XI9k,Active,0,1,0,1,0,NA,0,0,0,5,10
YTvGjYm9Qixx,Active,0,1,0,0,0,NA,0,0,0,5,10
ZmvWjPmrtFW7,Active,0,1,1,0,0,NA,0,0,0,1,2
LLmluu1mv0y5,Active,0,1,0,1,0,NA,0,0,0,120,240
u3Q3OYmZC0Hc,Active,0,22,0,0,457,NA,4,15,2,6074,7407
cw3Vkxkcqsi6,Active,0,22,0,0,457,NA,0,0,2,6074,7407
x52PBb7whmen,Active,0,22,0,0,457,NA,0,0,2,6074,7407
oCcip1d5w1fU,Active,0,22,0,1,813,NA,0,0,0,927,928
5uEW2x41Pit5,Active,0,22,0,1,813,NA,0,0,0,927,928
5pdv5zCVh5I7,Active,0,22,1,1,752,NA,0,0,0,32507,28509
rx8ANNCG6WmE,Active,0,22,1,1,752,NA,0,0,0,32507,28509
nWcBk9wqZ54w,Active,0,22,1,0,644,NA,0,0,0,5,5
ZQYWlRGcHgJE,Active,0,22,0,1,806,NA,0,0,0,1672,1866
bwsenUelnr59,Active,0,22,0,1,806,NA,0,0,0,1672,1866
EX3Enph9U6vs,Active,0,22,0,0,579,NA,0,0,2,20,20
2hBWpD2PcAAY,Active,0,22,1,0,770,NA,0,0,0,6691,5526
Rt8zd1kGJ0sM,Active,0,22,1,0,770,NA,0,0,0,6691,5526
KBbyRZzaPGxy,Active,0,22,1,0,770,NA,0,0,0,6691,5526
mFbL8exUPR3B,Restricted,0,22,1,1,791,NA,50,4,0,5,-5
YOAyr4ECQaz0,Restricted,0,22,1,1,791,NA,0,0,0,5,-5
NRu5uurUGQtW,Dormant,0,22,0,1,822,NA,0,0,0,11281,11306
6XLRBscwLZHe,Active,0,22,1,0,712,NA,0,0,0,5,5
wy3MPwmhruSk,Active,0,22,1,0,755,NA,0,0,0,380,355
fHW5kEscI6v9,Active,0,22,1,0,768,NA,0,0,0,5,5
bSFfHhazx3kL,Active,0,22,0,1,806,NA,0,0,0,7644,9063
F3cDGnx65Sc4,Active,0,22,0,1,806,NA,0,0,0,7644,9063
NZ5BrFj82oge,Closed,0,22,1,0,766,NA,0,0,0,NA,NA
zElP5SFvGt6l,Active,0,22,1,1,680,NA,1,3,0,5,5
WT5VsWEgDVLI,Active,0,22,1,1,680,NA,0,0,0,5,5
g5rEw6LdCyxW,Active,0,22,0,0,792,NA,0,0,0,15009,18132
hiA4enjl2MDk,Active,0,22,0,0,792,NA,0,0,0,15009,18132
unSgdBHaqrw5,Active,0,22,0,0,792,NA,0,0,0,15009,18132
QtqZO2vKuAA3,Active,0,22,0,0,0,NA,8,1,0,111729,115143
gQM6ozMFhNIJ,Active,0,22,0,0,0,NA,0,0,0,111729,115143
TYBCpzEATneP,Active,0,22,0,0,0,NA,0,0,0,111729,115143
8yPYHTApZIKT,Active,0,21,0,1,0,NA,0,0,0,6206,9940
cKXUUu80tDPK,Active,0,21,0,1,0,NA,0,0,0,6206,9940
tbrLYk4rw3u1,Active,0,22,1,0,755,NA,0,0,0,23,28
AmPsFSxTp9eJ,Dormant,0,22,0,1,825,NA,0,0,0,327177,327210
NQAyW0ylaVpZ,Dormant,0,22,0,1,825,NA,0,0,0,327177,327210
FydN21URUgWr,Active,0,22,0,1,598,NA,61,36,2,2678,3840
GVrdrc7EreMv,Active,0,22,0,1,598,NA,0,0,2,2678,3840
m3SrbJpOuOVS,Active,0,22,0,0,802,NA,0,0,0,21619,20938
mYGSVvELxJUo,Active,0,22,0,0,802,NA,0,0,0,21619,20938
PvdWznFH8bSF,Active,0,22,0,0,802,NA,0,0,0,21619,20938
o6xTKrlDv3gj,Active,0,21,0,0,590,NA,0,0,0,782,899
LmS5PNydDipi,Active,0,21,0,1,774,NA,0,0,0,10184,11657
5I7pPFr1awjK,Active,0,21,0,1,774,NA,0,0,0,10184,11657
s9af7ut74q8F,Active,0,21,0,1,744,NA,0,0,0,12886,13786
qCwQ43nHStAQ,Active,0,21,0,1,744,NA,0,0,0,12886,13786
6hyQ6s6RvHrE,Active,0,21,0,1,629,NA,0,0,0,8204,10944
EDoHhhmDV0ww,Active,0,21,0,1,629,NA,0,0,0,8204,10944
FLegOqlsiVG2,Active,0,21,1,0,719,NA,0,0,0,5,5
z5qiykvHr7Ga,Active,0,25,0,0,730,NA,0,0,0,19086,18858
DnQR3yINFOaB,Active,0,25,0,1,800,NA,0,0,0,9205,8997
tDSzzdbnrOAY,Active,0,25,0,1,800,NA,0,0,0,9205,8997
bnOn8nhw7pdH,Dormant,0,25,0,1,0,NA,2,1,0,0,0
UwEYB9THSS3k,Active,0,25,1,0,747,NA,0,0,0,30,31
0AkdeTHaf2x2,Active,0,25,0,0,796,NA,0,0,0,336595,428991
1iySzM6X4GrJ,Active,0,25,0,1,637,NA,0,0,0,7225,1712
epeUX2UapVnh,Active,0,25,0,1,637,NA,0,0,0,7225,1712
ytGUoztbs8Fc,Active,0,25,1,0,731,NA,0,0,0,5,5
ogHHETpdIgi8,Active,0,25,1,0,715,NA,0,0,0,5,5
ILrHgVUyqSG7,Active,0,25,0,0,837,NA,0,0,0,11227,11563
